human_accession,Adenoviridae,Anelloviridae,Arenaviridae,Arteriviridae,Astroviridae,Birnaviridae,Bornaviridae,Caliciviridae,Coronaviridae,Filoviridae,Flaviviridae,Hantaviridae,Hepadnaviridae,Hepeviridae,Herpesviridae,Kolmioviridae,Matonaviridae,Nairoviridae,Nodaviridae,Orthomyxoviridae,Papillomaviridae,Paramyxoviridae,Parvoviridae,Peribunyaviridae,Phenuiviridae,Picobirnaviridae,Picornaviridae,Pneumoviridae,Polyomaviridae,Poxviridae,Reoviridae,Retroviridae,Rhabdoviridae,Tobaniviridae,Togaviridae
O14936,0.004178660971306528,0.0,0.026611472501478415,0.0,0.0,0.0,0.0,0.00515936711763357,0.004025620840191798,0.0034221182912222664,0.00882624898428087,0.0,0.0,0.0,0.005074975982623951,0.0,0.008271868753015785,0.0,0.0,0.004146198348309757,0.0015899936400254398,0.0,0.0,0.0,0.022982635342185902,0.0,0.0,0.0,0.0,0.0,0.002905850445563735,0.0028760977106262226,0.0,0.0,0.0
O14965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07012987012987013,0.0,0.006691449814126394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O14976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07165605095541401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O15018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041474654377880185,0.0,0.0,0.030716723549488054,0.0,0.010238907849829351,0.0,0.0,0.0
O15085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003717472118959108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03840245775729646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022371364653243846
O15169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016728624535315983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O15264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007603920243325447,0.0,0.0,0.0,0.0,0.0,0.004288164665523155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013962147067949114,0.011755485893416929,0.00930809804529941,0.004852798447104497,0.0,0.0
O15355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035828025477707005,0.0,0.0,0.0,0.0,0.0,0.002091078066914498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020017793594306048,0.0,0.0
O43166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051194539249146756,0.0,0.0,0.0
O43464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01757126122608356,0.0,0.0,0.0,0.0,0.0,0.0,0.049551675318546484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015951790145338533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O43559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005118289353958144,0.0,0.0,0.0,0.0,0.0,0.013143919277748273,0.0,0.0,0.0,0.0,0.0,0.006738544474393531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O43683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023885350318471336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015723270440251572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043103448275862065,0.0,0.0,0.0,0.0
O43719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11479591836734693,0.017914012738853503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01179245283018868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O43791,0.002274622791720373,0.0,0.0024142926122646064,0.0021171489061397315,0.0,0.0,0.0,0.004212694252012732,0.00043826330859580433,0.0013971033390769803,0.0030886087533459924,0.0,0.0025020850708924102,0.0,0.003990314109341427,0.0,0.001969944278718973,0.014114326040931545,0.0,0.0,0.015002019502625353,0.004680771391125257,0.01058574453069866,0.0,0.0,0.0,0.002536676108738849,0.005655397762975996,0.0,0.007514794752168331,0.0027681113571654536,0.0036008391520806586,0.0006529759378366907,0.0,0.0043100794286066125
O60292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027881040892193307,0.0,0.06134969325153374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016778523489932883
O60861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013505402160864344,0.0,0.026873693639892504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006002400960384153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007606490872210953,0.0,0.021980322378061544,0.0,0.005921831819976313
O60880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11688311688311688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O60885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08282208588957055,0.0,0.0,0.0,0.0,0.010204081632653062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O75381,0.0,0.012130197452658534,0.0,0.0033124769966875233,0.0,0.0,0.0,0.00219705106923152,0.0027428153475756558,0.0003643164209554805,0.0021477406961066233,0.0,0.0,0.0,0.0012006189857882285,0.0,0.0030821616226847093,0.0,0.0,0.012080462072511683,0.0009027715085311907,0.0014647007128210136,0.0,0.0,0.0097868638538495,0.0,0.0,0.0029494658189683424,0.007689678742310322,0.0,0.0,0.0048989989712102154,0.0010216417783377888,0.0,0.0014450403005683823
O75400,0.0017966223499820337,0.0,0.0,0.0,0.005928853754940711,0.0,0.0,0.0,0.0020769869842148987,0.0011035091591260207,0.0,0.0,0.0,0.024154589371980676,0.0029093260061419106,0.0,0.03600960256068285,0.0,0.0,0.0,0.006836204539239814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017806796260572782,0.0,0.0007419498441905328,0.0,0.0,0.002918004085205719
O75420,0.008854781582054308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005438723712835388,0.0,0.0,0.0,0.01488095238095238,0.004779607010090281,0.26239067055393583,0.0,0.0,0.0,0.0,0.0033692722371967657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007313505607020965,0.0019064565327910521,0.0,0.0
O75425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01530612244897959,0.01910828025477707,0.0,0.0,0.0,0.015584415584415584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.004608294930875576,0.0,0.0,0.0,0.0,0.0136518771331058,0.0,0.0,0.0
O75554,0.014584346135148274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024634219169901463,0.0,0.0,0.0,0.0,0.005412202055543407,0.0,0.0027066041140382533,0.0,0.0,0.0,0.0013873473917869034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038032454361054766,0.00451716522786589,0.003140046054008792,0.0,0.0
O75674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04716981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O75791,0.0,0.013204225352112676,0.0,0.0,0.0,0.0,0.0,0.004783163265306122,0.0014928343949044585,0.0,0.0,0.0,0.007305194805194805,0.0,0.0055762081784386614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02880184331797235,0.012842465753424657,0.0,0.0,0.0,0.0010665529010238906,0.0011120996441281138,0.0,0.006291946308724832
O75843,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.050761421319796954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O75970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008364312267657992,0.0,0.0,0.0,0.0,0.0,0.00589622641509434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019197952218430035,0.0,0.012798634812286689,0.0,0.0,0.0
O94875,0.0008102414519526818,0.0,0.0,0.013574660633484163,0.0,0.0,0.0,0.0015006002400960383,0.0018733608092918698,0.0,0.0014669209329617133,0.0,0.0,0.0,0.001312048983162038,0.0,0.0006014675808973896,0.0,0.0,0.01142450938079159,0.00030829942039708964,0.0,0.0,0.0,0.0,0.0,0.006325110689437065,0.008058017727639,0.0,0.0,0.010141987829614604,0.00033460483169376964,0.0003488940060009769,0.013368983957219251,0.0046058691933149095
O95166,0.0,0.0,0.0,0.004841312533620226,0.014303877940241577,0.0,0.0,0.001605537319823034,0.0015032737962674268,0.0,0.003923757040964023,0.0,0.0,0.0,0.0011698338835885304,0.0,0.0,0.0,0.0,0.002716316915712686,0.015503364559968334,0.0,0.0,0.0,0.014303877940241577,0.02097902097902098,0.0004833875801617737,0.0,0.0,0.0021480226258383255,0.0,0.012172128213083845,0.0033596296941492665,0.0,0.00211198197775379
O95271,0.0,0.0,0.0,0.0,0.010227272727272727,0.0,0.0,0.011479591836734694,0.0,0.0,0.0,0.0,0.0,0.0,0.00041821561338289964,0.0,0.04141104294478527,0.0,0.0,0.0,0.01061320754716981,0.0,0.0,0.0,0.0,0.0,0.0,0.015410958904109588,0.040178571428571425,0.0,0.0,0.001279863481228669,0.0066725978647686835,0.0,0.0025167785234899327
O95319,0.006096734859775099,0.0,0.0,0.011349306431273644,0.0,0.0,0.0,0.003763800602208096,0.017620340398872298,0.0,0.005518989411716611,0.0,0.0019161166702150309,0.0,0.0013711987324029496,0.0,0.0,0.018915510718789406,0.0,0.0,0.0030931023816888337,0.008364001338240215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027695406479046607,0.0,0.009231802159682202,0.0,0.0,0.0
O95400,0.0026375945138034113,0.02697033263410249,0.0,0.0,0.004352030947775629,0.0,0.0,0.007327399044724272,0.0,0.003240090722540231,0.0,0.0,0.004973749654600718,0.008865248226950355,0.006406707268844419,0.03907946157186279,0.008810860201018143,0.0,0.0,0.0,0.0015054195102368526,0.0,0.0,0.0,0.0,0.0,0.0022060986371212864,0.0,0.051291793313069906,0.008169341369544695,0.002751283932501834,0.004901604821726817,0.0,0.0,0.0
O95628,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.023885350318471336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O95630,0.009182736455463728,0.0,0.0,0.0,0.0,0.0,0.0,0.004251700680272109,0.0,0.0,0.002078137988362427,0.0,0.0021645021645021645,0.0,0.012701363073110284,0.0,0.0,0.0,0.0,0.0,0.0017470300489168412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005688282138794084,0.0,0.0018960940462646946,0.0,0.0,0.0
O95747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070137157107231915,0.0,0.0,0.0,0.002091078066914498,0.0,0.0,0.0,0.0,0.0024277082434182133,0.00294811320754717,0.019132653061224487,0.0,0.0,0.0,0.0,0.004320276497695852,0.0,0.0,0.03839590443686007,0.0,0.0063993174061433445,0.0,0.0,0.0
O95817,0.001859504132231405,0.0031690140845070424,0.007894736842105262,0.0,0.0,0.0,0.0,0.003443877551020408,0.004657643312101911,0.006472081218274112,0.0028054862842892764,0.0,0.0,0.0020833333333333333,0.005102230483271375,0.0,0.004141104294478528,0.0,0.0,0.0,0.00023584905660377356,0.005612244897959184,0.01730769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0030716723549488053,0.0038793103448275857,0.0063993174061433445,0.009074733096085408,0.0,0.0010067114093959733
O96018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02284263959390863,0.0,0.0,0.0,0.0,0.003345724907063197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020737327188940093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020134228187919462
P00519,0.004677997816934352,0.0,0.0,0.026124818577648763,0.0,0.0,0.0,0.0,0.0013520009614229058,0.0,0.008469392556344987,0.0,0.0022053418279833373,0.0,0.004734516377919619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013042344143987477,0.011630912380460066,0.0,0.011591216433769078,0.017078724788549122,0.0019318694056281796,0.0,0.0,0.007597821957705458
P02549,0.0007423170188548523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007391700389744202,0.0,0.0013997978069834355,0.0124750499001996,0.0004006856176123589,0.0,0.0,0.0,0.0,0.010583063480290174,0.0,0.002444091409018697,0.0,0.0,0.012248230811105064,0.0,0.0016556748254642787,0.0,0.0,0.0,0.0,0.011955610962375591,0.0,0.0,0.003014106016155608
P06241,0.0025560194257476356,0.05227239727021925,0.0,0.0,0.0,0.0,0.0,0.00236692615190406,0.0007387221747980825,0.0039248521639018265,0.002313803121063321,0.0,0.0,0.02577319587628866,0.007588242057256735,0.0,0.0,0.047581284694686754,0.0,0.0,0.0009725734292939116,0.0010519671786240268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015833362654375286,0.0,0.00950001759262517,0.0,0.0,0.002075693627620563
P06730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018703241895261846,0.0,0.0,0.0,0.013940520446096654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P07900,0.009535918626827717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03452906196048341,0.0,0.0,0.0,0.005147269087789534,0.0,0.0,0.0,0.0,0.0014939743036419774,0.0,0.015698587127158554,0.0,0.0,0.0,0.0,0.005317263381779511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P07947,0.003756574004507889,0.05121638924455825,0.0,0.0,0.0,0.0,0.0,0.0023191094619666045,0.0007237984944991314,0.0,0.0022670596236681025,0.0,0.0,0.02104377104377104,0.008279824264954376,0.0,0.0,0.046620046620046623,0.0,0.0,0.0009529254812273679,0.0010307153164296021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015513496742165685,0.0,0.0098252146033716,0.0,0.0,0.0030506406345332518
P08238,0.007292173067574137,0.0,0.0,0.0,0.0,0.0,0.0,0.013505402160864344,0.004215061820906706,0.0,0.03960686518996626,0.0,0.0,0.0,0.0039361469494861145,0.0,0.0,0.0,0.0,0.001142450938079159,0.0,0.0,0.0,0.0,0.0,0.0,0.012198427758200053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08567,0.002338998908467176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00635204441725874,0.0,0.06836559666748346,0.0,0.0031563442519464122,0.0,0.0,0.0,0.0,0.0014657861092336381,0.00177999288002848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009659347028140898,0.0010071845833613106,0.0,0.0
P09012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016728624535315983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0CG48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016728624535315983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P0DP23,0.03944402704733283,0.0,0.0,0.0,0.0,0.0,0.0,0.020871985157699443,0.0032570932252460913,0.0,0.02040353661301292,0.0,0.0,0.0,0.002281176072997634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006981073533974557,0.0,0.09297520661157024,0.004575960951799878
P0DP24,0.032622879512831666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037713711029165272,0.0,0.017718860742879643,0.0,0.0,0.0,0.002641361768734103,0.0,0.0,0.0,0.0,0.0,0.007447864945382324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008083348302496856,0.0,0.0,0.005298481102084069
P11362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013940520446096654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00889679715302491,0.0,0.0
P11532,0.014303877940241577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027560019598236157,0.032213978914486525,0.0,0.0,0.0,0.0,0.004503860451815842,0.0,0.0,0.0,0.0,0.0,0.0,0.007849293563579277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004973474801061008,0.0,0.0020531070353134407,0.0,0.0
P11940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03257093225246091,0.0,0.01020176830650646,0.0,0.0,0.0,0.0015207840486650894,0.0,0.0,0.0,0.0,0.0,0.0,0.027829313543599257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1859504132231405,0.0
P12814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023784774220828416,0.0,0.0,0.0,0.035545023696682464,0.01859325365575276,0.0,0.0,0.0,0.0,0.0,0.0,0.000982811715115644,0.0,0.007616790792146242,0.0007278844443006649,0.0,0.0,0.0,0.0,0.0
P12931,0.0017460132697008496,0.02678040071414402,0.0,0.0,0.0,0.0,0.0,0.0,0.0010092401543016058,0.0,0.004741666959362158,0.0,0.011523687580025607,0.005868544600938967,0.0070684329022461904,0.0,0.0,0.11375947995666304,0.0,0.000273544590807686,0.0006643635397289397,0.0028743891922966367,0.0,0.0,0.0,0.0,0.0019471668722009475,0.008682230368512444,0.0,0.0021631495457385954,0.0,0.005047348940056723,0.0,0.0,0.004253710180546365
P13861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011942675159235668,0.0,0.018703241895261846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046082949308755755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P15311,0.00026659557451346307,0.0,0.0,0.0,0.007917888563049853,0.01935483870967742,0.0,0.004937458854509546,0.006472159441134168,0.0,0.001206660767436248,0.0,0.0005027230833682447,0.0008960573476702509,0.000539633049526322,0.0,0.0,0.004962779156327543,0.0,0.011569465521322065,0.0007100831811726516,0.006363835856923414,0.0,0.0,0.00439882697947214,0.0,0.0020811654526534857,0.009279717189571364,0.0,0.0006605746999889903,0.002224694104560623,0.0005504789166574921,0.0018367581219148202,0.00439882697947214,0.0021649707728945656
P15735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P15927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00386045181584215,0.0,0.0637092968381312,0.0,0.0,0.0,0.00362844702467344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P16333,0.003350457895912441,0.0,0.0,0.0,0.011056511056511056,0.0,0.16216216216216217,0.0,0.0,0.0,0.006065916290355193,0.0,0.0,0.0,0.006329749824173616,0.0,0.0,0.0,0.0,0.0020996395618752117,0.002549719530851606,0.0,0.0,0.0,0.0,0.0,0.009341138373396438,0.0,0.0,0.004150908587768656,0.0,0.004150908587768656,0.0014427238626526881,0.0,0.0027208416470161437
P18206,0.0,0.0,0.0,0.23076923076923075,0.0,0.0,0.0,0.0,0.011942675159235668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007861635220125786,0.034013605442176874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P18615,0.0,0.0,0.0,0.06293706293706293,0.0,0.0,0.0,0.0,0.06514186450492182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P20393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04716981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P22061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017914012738853503,0.0,0.0,0.0,0.0,0.0,0.008364312267657992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012798634812286689,0.0,0.0,0.0
P23284,0.008648856428983278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021663457265590283,0.0035414945106835086,0.0,0.0,0.005436424041075204,0.0,0.004279415578801763,0.0,0.0,0.0,0.0,0.0,0.0010969723562966214,0.0023730422401518746,0.0,0.0,0.0,0.0,0.008037723716643446,0.014335775724753105,0.0,0.0,0.003007217321571772,0.0,0.001241413556236034,0.0,0.004682378648353363
